PasajerosPerdidosPorCompañía,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.343511450381676,33.333333333333336,33.333333333333336,37.03703703703704,39.49579831932773,41.473509933774835,41.90317195325542,46.95121951219512,50.0,50.0,50.0,50.0,50.0,50.0,54.0650406504065,54.460093896713616,55.26057030481809,58.27862873814733,60.6076479832373,62.046908315565034,63.17044100119189,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,67.06392199349946,67.3913043478261,72.34567901234567,73.15436241610738,80.0,83.33333333333334,97.82608695652173,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
IngresoPerdidoPorAreaInf,52.112528396254554,52.19318244575253,57.3959620716185,58.857142857142854,60.497637228970014,60.83987048781293,61.939613008904985,62.43703075449412,62.8119650246268,64.58948583620783,64.997520823636,66.1575870535573,67.36191137564718,70.81171827452748,74.2615675451259,75.52260203363844,76.84402514539948,77.65589857865032,86.15103661670805,100.0,100.0,100.0
IngresoPerdidoPorAerDest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.706660416450047,6.12154561866407,8.747332300382682,9.329322380346328,10.646574079409909,16.871994832906722,16.925033595699755,37.457246164370176,42.099922401957855,48.833344872948835,50.0,52.42696796253623,52.42696796253624,100.0,100.0,100.0
