PasajerosPerdidosPorCompañía,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,30.434782608695656,33.333333333333336,39.49579831932773,40.0,50.0,50.0,50.0,50.0,50.0,51.59769512833945,59.223985890652564,63.34792122538293,63.81514257620453,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,67.78523489932886,67.94117647058823,72.19212712170459,75.42857142857142,77.2300469483568,77.77777777777779,81.02345415778251,82.94701986754967,86.25954198473282,87.72348033373063,97.82608695652173,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
IngresoPerdidoPorAreaInf,0.0,0.0,0.0,0.0,30.445299456409757,35.05019622268794,41.303985791035046,62.05995160348393,66.5430216780755,67.2015581748453,67.45746199688445,69.17799917755787,72.40065241881555,75.8335580714031,76.84402514539948,76.92493708638901,79.99050771959408,80.60660364784583,89.7967231824049,100.0,100.0,100.0
IngresoPerdidoPorAerDest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.566633297492362,4.892898319140759,5.391885852665657,6.507892422775862,11.683126066812976,14.425423100197154,18.690375238499048,22.855568877799026,42.099922401957855,100.0,100.0,100.0
