PasajerosPerdidosPorCompañía,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.875,24.590163934426236,25.0,25.0,30.188679245283023,33.333333333333336,37.93103448275862,42.400000000000006,43.75,47.82608695652174,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,51.10663983903421,54.56760048721072,56.25,57.14285714285714,57.21649484536082,58.06451612903225,58.97435897435898,58.97973445143256,60.13986013986015,61.111111111111114,61.4354066985646,61.53846153846154,61.93321616871705,62.46480675710264,62.5,62.58741258741259,62.96296296296296,63.29113924050633,63.345195729537366,63.34702258726899,63.8848572810837,64.03613025909198,64.28571428571428,65.07936507936508,65.13157894736842,65.2694610778443,65.84766584766585,66.44736842105263,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,67.2316384180791,67.50728536202647,67.73525758561543,68.56136820925553,69.23272035510463,69.5945945945946,69.88668327573735,70.0,70.10845377245789,70.58823529411764,70.87650518062168,71.34083224070112,71.42857142857143,71.42857142857143,71.42857142857143,71.6201522290685,71.85028738957682,72.09302325581395,72.22222222222221,72.72727272727273,72.72727272727273,72.99864314789689,73.57367428212115,73.6842105263158,74.17456685191239,74.49371955908741,74.5049504950495,74.57231533209188,75.0,75.0,75.0,75.44033247575697,76.0,76.91932335718933,77.57731958762886,77.64705882352942,77.77777777777779,77.77777777777779,77.8125,78.32343111771259,78.94736842105263,79.76744186046511,80.0,80.0,81.03252217420969,82.79742765273312,82.89085545722715,83.33333333333334,84.61538461538461,84.61538461538461,86.51685393258427,87.5,88.24786324786325,92.3076923076923,96.88555600594513,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
IngresoPerdidoPorAreaInf,56.579811419526884,66.0525473110975,68.193224589246,68.5036801701963,68.55728821454424,68.58429782040815,68.66079896008137,69.36459780505724,70.88090196418035,71.89500329528575,72.06302030713574,72.31879207182446,73.47282479102961,73.9270016480565,74.10834028139467,74.14145844392056,74.36538913859434,75.22305357836291,75.60280785114367,75.64085775656925,76.59033078880407,76.6751715344004,78.28903307740248,82.37854309230536,84.14108766553325,98.70128449026946,100.0,100.0,100.0
IngresoPerdidoPorAerDest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.592365470445223,50.0,63.3385419473032,100.0,100.0,100.0
