PasajerosPerdidosPorCompañía,0.0,0.0,48.23196605374823,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.137551581843184,50.314465408805034,51.9053876478318,55.78547297297297,60.799652325076046,60.963855421686745,63.279445727482674,63.53749284487693,66.66666666666667,66.66666666666667,68.53035143769968,70.0,71.44592952612395,73.60010925976509,75.0,76.66083916083917,77.09517563037458,78.57142857142857,81.02310231023102,83.15412186379928,83.61111111111111,85.71428571428572,86.81318681318682,87.5,87.64455264759586,88.95402653502006,89.78823529411764,89.83164983164983,89.99309868875086,90.0,90.53884711779449,90.97472924187726,91.3895486935867,91.68356997971603,91.92592592592592,93.27146171693735,93.35979239810716,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
IngresoPerdidoPorAreaInf,78.5388150676992,80.38789366878454,81.37594528834651,82.07593011429346,83.01245348120985,85.84064554775459,86.85481736319484,87.35869269078233,87.74931236993879,87.99109449342069,92.84292197949694,96.3768259790359,99.6697306016907,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
IngresoPerdidoPorAerDest,0.0,0.8592423352593026,2.0787948399803913,9.757588582445752,14.212880864098022,14.540167211922927,24.271310093258545,32.83111673551252,35.0652431791222,48.461819510412866,50.0,53.68319851478584,54.31309904153354,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
