sir,pasajeros,companyia,conectividad,dineroT,dineroN,tasas,origen,destino,VuelosDesdeOrigen,areaInf,capital,
0.01735772551096872,119,IBK,-1.0,137774.1729283365,23485.84912690784,463.50736128,AAL,AGP,15,Málaga,EU,false
0.012038454888621966,83,VLG,-1.0,96094.59120211707,16380.886365826478,443.381312,AAL,BCN,15,Barcelona,EU,false
0.017538059928020718,119,NSW,-1.0,137774.1729283365,23485.84912690784,463.50736128,AAL,LPA,15,Gran Canaria Island,EU,false
0.009852842656191406,67,GDE,-1.0,77570.33265713064,13223.125138679203,343.63816704,AAL,LPA,15,Gran Canaria Island,EU,false
0.014757458145749783,101,DTR,-1.0,116934.38206522679,19933.36774636716,485.65424640000003,AAR,LPA,6,Gran Canaria Island,EU,false
0.02477014294835024,119,NAX,-1.0,137774.1729283365,23485.84912690784,463.50736128,AES,LPA,12,Gran Canaria Island,EU,false
0.02125977999178772,103,SAS,-1.0,119249.91438335009,20328.087899760576,435.84018431999993,AES,LPA,12,Gran Canaria Island,EU,false
1.1778898281071109E-4,351,GTI,-1.0,401559.6146089432,39734.73492195664,1602.91646788,ALA,ZAZ,19,Zaragoza,AS,false
1.1778898281071109E-4,351,GTI,-1.0,401559.6146089432,39734.73492195664,1602.91646788,ALA,ZAZ,19,Zaragoza,EU,false
7.74202552083429E-5,91,VLG,-1.0,104108.04823194823,10301.597942729506,485.65424640000003,ALG,ALC,54,Alicante,AF,true
9.187203618056692E-5,108,DAH,-1.0,123556.80449505945,12226.072283678966,463.50736128,ALG,ALC,54,Alicante,AF,true
6.400074430556344E-5,76,VLG,-1.0,86947.38094096775,8603.532347774095,443.381312,ALG,BCN,54,Barcelona,AF,true
6.70975545138972E-5,79,DAH,-1.0,90379.51439916385,8943.145466765178,389.62132792,ALG,BCN,54,Barcelona,AF,true
4.043730396330475E-5,48,SWT,-1.0,54914.13533113753,5433.809903857318,169.07062499999998,ALG,MAD,54,Madrid,AF,true
5.168978863911205E-5,61,ANE,-1.0,69786.71364998727,6905.466752818677,321.02973,ALG,MAD,54,Madrid,AF,true
9.214381206927417E-5,108,DAH,-1.0,123556.80449505945,12226.072283678966,554.6302875,ALG,MAD,54,Madrid,AF,true
7.74202552083429E-5,91,VLG,-1.0,104108.04823194823,10301.597942729506,407.4684159,ALG,VLC,54,Valencia,AF,true
8.91868972650093E-6,88,RJA,-1.0,100675.91477375213,9961.984823738425,581.131125,AMM,MAD,60,Madrid,AS,true
0.006834302053699468,119,TRA,58263.0,136141.29384177845,13471.320386646272,388.88697393,AMS,ACE,470,Lanzarote Island,EU,true
0.005759243303679327,101,EJU,58263.0,115548.49309260189,11433.641672699778,407.4684159,AMS,ACE,470,Lanzarote Island,EU,true
