sir,pasajeros,companyia,conectividad,dineroT,dineroN,tasas,origen,destino,VuelosDesdeOrigen,areaInf
0.28570779925776485,58,GDE,-1,50116.1965617116,15043.645875322409,343.63816704,AAL,AGP,18,Málaga
0.7375360513357437,103,TRA,58263,83641.06590992374,15323.791393003628,463.50736128,AMS,AGP,320,Málaga
0.7375360513357437,103,RYR,58263,83641.06590992374,15323.791393003628,463.50736128,AMS,AGP,320,Málaga
0.6215191443840539,87,EJU,58263,70648.27897245987,12943.396613507915,485.65424640000003,AMS,AGP,320,Málaga
0.6836710588224589,96,VLG,58263,77956.72162478331,14282.368676974245,519.170304,AMS,AGP,320,Málaga
0.7364608423563317,103,TRA,58263,83641.06590992374,15323.791393003628,463.50736128,AMS,ALC,320,Alicante
0.6197082848728714,87,VLG,58263,70648.27897245987,12943.396613507915,485.65424640000003,AMS,ALC,320,Alicante
0.7343150163390539,103,TRA,58263,83641.06590992374,15323.791393003628,488.62006149,AMS,BCN,320,Barcelona
0.6311808848307596,89,KLM,58263,72272.37733964286,13240.945960944875,459.45388455999995,AMS,BCN,320,Barcelona
0.6311808848307596,89,KLM,58263,72272.37733964286,13240.945960944875,459.45388455999995,AMS,BCN,320,Barcelona
0.6302606317892055,89,KLM,58263,72272.37733964286,13240.945960944875,459.45388455999995,AMS,BCN,320,Barcelona
0.6806852679547407,96,VLG,58263,77956.72162478331,14282.368676974245,547.298807,AMS,BCN,320,Barcelona
0.7343150163390539,103,KLM,58263,83641.06590992374,15323.791393003628,388.88697393,AMS,BIO,320,Bilbao
0.6302606317892055,89,KLM,58263,72272.37733964286,13240.945960944875,365.67395591999997,AMS,BIO,320,Bilbao
0.7353871647158075,103,TRA,58263,83641.06590992374,15323.791393003628,388.88697393,AMS,IBZ,320,Ibiza
0.6197082848728714,87,VLG,58263,70648.27897245987,12943.396613507915,407.4684159,AMS,IBZ,320,Ibiza
0.7451055665164721,103,TRA,58263,83641.06590992374,15323.791393003628,463.50736128,AMS,LPA,320,Gran Canaria Island
0.6321024505703288,89,KLM,58263,72272.37733964286,13240.945960944875,521.5238999999999,AMS,MAD,320,Madrid
0.6321024505703288,89,KLM,58263,72272.37733964286,13240.945960944875,521.5238999999999,AMS,MAD,320,Madrid
0.6321024505703288,89,TRA,58263,72272.37733964286,13240.945960944875,435.84018431999993,AMS,PMI,320,Palma De Mallorca
0.7461931012119967,103,TRA,58263,83641.06590992374,15323.791393003628,463.50736128,AMS,TFS,320,Tenerife Island
0.8991188984187043,96,SAS,3000,82950.94603317784,24899.827655706045,519.170304,ARN,AGP,107,Málaga
0.9685499536740763,103,NSW,3000,88999.4525147637,26715.440088934625,463.50736128,ARN,ALC,107,Alicante
0.8952071939358396,96,SAS,3000,82950.94603317784,24899.827655706045,519.170304,ARN,PMI,107,Palma De Mallorca
0.964335996281216,103,NSW,3000,88999.4525147637,26715.440088934625,463.50736128,ARN,PMI,107,Palma De Mallorca
0.1571494486667499,87,AEE,3309,70648.27897245987,12943.396613507915,581.131125,ATH,MAD,128,Madrid
0.1728643935334251,96,IBE,3309,77956.72162478331,14282.368676974245,621.2362499999999,ATH,MAD,128,Madrid
1.6639652230206157,168,ETD,-1,136424.2628433708,24994.145184704932,1725.030417,AUH,BCN,61,Barcelona
2.466047503646896,143,TPA,-1,121854.61558746675,23148.159446695267,1808.6625,BAQ,MAD,11,Madrid
0.08471208234431148,21,FRF,263,17894.73375760001,3399.3800586056004,34.382808600000004,BEG,VIT,30,Alava
0.5398807747407331,103,RYR,302,63379.66656037264,12567.436463192913,488.62006149,BGY,BCN,55,Barcelona
0.5414752591299998,103,MAY,302,63379.66656037264,12567.436463192913,388.88697393,BGY,IBZ,55,Ibiza
0.5503280366356084,103,MAY,302,63379.66656037264,12567.436463192913,463.50736128,BGY,LPA,55,Gran Canaria Island
0.5422742368354394,103,RYR,302,63379.66656037264,12567.436463192913,554.6302875,BGY,MAD,55,Madrid
0.5406774389714137,103,RYR,302,63379.66656037264,12567.436463192913,463.50736128,BGY,PMI,55,Palma De Mallorca
0.5438756713731447,103,MAY,302,63379.66656037264,12567.436463192913,388.88697393,BGY,SCQ,55,Santiago de Compostela
0.5503280366356084,103,MAY,302,63379.66656037264,12567.436463192913,463.50736128,BGY,TFS,55,Tenerife Island
0.6982542791490065,103,RYR,194,77696.60577017942,15323.791393003628,463.50736128,BHX,AGP,40,Málaga
0.6952013387092932,103,RYR,194,77696.60577017942,15323.791393003628,488.62006149,BHX,BCN,40,Barcelona
0.7054288928620275,103,RYR,194,77696.60577017942,15323.791393003628,463.50736128,BHX,LPA,40,Gran Canaria Island
0.6962175318831512,103,RYR,194,77696.60577017942,15323.791393003628,463.50736128,BHX,PMI,40,Palma De Mallorca
0.6952013387092932,103,RYR,194,77696.60577017942,15323.791393003628,284.84894676,BHX,REU,40,Reus
0.5495173939576539,103,MAY,150,63379.66656037264,12567.436463192913,388.88697393,BLQ,ACE,41,Lanzarote Island
0.45562705531298897,87,VLG,150,53534.281463615735,10615.213323279448,511.9668587,BLQ,BCN,41,Barcelona
0.5414752591299998,103,MAY,150,63379.66656037264,12567.436463192913,388.88697393,BLQ,IBZ,41,Ibiza
0.30464844766035903,58,ANE,150,35689.52097574382,7076.808882186298,321.02973,BLQ,MAD,41,Madrid
0.694186596534282,103,RYR,-1,77696.60577017942,15323.791393003628,388.88697393,BOH,GRO,5,Girona
0.5026699386395926,96,VLG,6,59072.3105805415,11713.338839480766,547.298807,BRI,BCN,24,Barcelona
0.5875577342997056,87,EZY,301,65627.23011655931,12943.396613507915,485.65424640000003,BRS,AGP,42,Málaga
0.6962175318831512,103,RYR,301,77696.60577017942,15323.791393003628,463.50736128,BRS,ALC,42,Alicante
0.5867001673172624,87,EZY,301,65627.23011655931,12943.396613507915,485.65424640000003,BRS,ALC,42,Alicante
0.694186596534282,103,RYR,301,77696.60577017942,15323.791393003628,388.88697393,BRS,GRO,42,Girona
0.5867001673172624,87,EZY,301,65627.23011655931,12943.396613507915,407.4684159,BRS,IBZ,42,Ibiza
0.023468006692690502,3,NJE,301,2263.00793505377,446.32402115544517,52.252190975999994,BRS,PMI,42,Palma De Mallorca
0.48500547164893687,72,EZY,301,54312.19044129046,10711.77650773069,420.593664,BRS,PMI,42,Palma De Mallorca
1.0688012785622234,103,RYR,6325,83641.06590992374,15323.791393003628,463.50736128,BRU,AGP,98,Málaga
1.0656932164305057,103,RYR,6325,83641.06590992374,15323.791393003628,463.50736128,BRU,ALC,98,Alicante
1.0672461540403042,103,JAF,6325,83641.06590992374,15323.791393003628,463.50736128,BRU,ALC,98,Alicante
1.0625938905374708,103,RYR,6325,83641.06590992374,15323.791393003628,488.62006149,BRU,BCN,98,Barcelona
1.1640775767123979,113,BCS,6325,91761.55774583868,16811.538130188437,801.4117214400001,BRU,BCN,98,Barcelona
1.1657740464130573,113,BCS,6325,91761.55774583868,16811.538130188437,909.6786,BRU,MAD,98,Madrid
0.9864241931187407,96,IBE,6325,77956.72162478331,14282.368676974245,621.2362499999999,BRU,MAD,98,Madrid
2.3044288521279452,221,JAF,6325,179462.8695737199,32879.20289178447,1498.364928,BRU,TFS,98,Tenerife Island
1.5879212072076807,154,BCS,6325,125055.57427308988,22911.29975264619,457.6378478,BRU,VIT,98,Alava
1.064142462879611,103,RYR,6325,83641.06590992374,15323.791393003628,388.88697393,BRU,VLC,98,Valencia
0.7857195997458242,87,EZS,321,43209.30775993291,16753.15108842723,407.4684159,BSL,ACE,35,Lanzarote Island
0.7732228445846323,87,EJU,321,43209.30775993291,16753.15108842723,485.65424640000003,BSL,PMI,35,Palma De Mallorca
0.025887059297897627,3,GAC,321,1489.976129652859,577.69486511818,25.767933695999997,BSL,PMI,35,Palma De Mallorca
0.9175577755737636,103,RYR,-1,51155.84711808149,19834.190369057524,488.62006149,BVA,BCN,7,Barcelona
0.01028673221297213,3,DNC,-1,2492.23503192344,455.30664296486293,15.835711332,BWE,ZAZ,5,Zaragoza
0.9215793110051554,103,AEA,47556,51155.84711808149,19834.190369057524,463.50736128,CDG,AGP,285,Málaga
0.9215793110051554,103,AEA,47556,51155.84711808149,19834.190369057524,463.50736128,CDG,AGP,285,Málaga
0.413589618441469,46,HOP,47556,22846.30065467717,8857.987931812098,236.55107711999997,CDG,ALC,285,Alicante
0.4948626205341646,56,HOP,47556,27812.887753520034,10783.63748220603,318.64567883499996,CDG,BCN,285,Barcelona
0.6391975515232959,72,AFR,47556,35759.427111668614,13864.676762836327,443.381312,CDG,BCN,285,Barcelona
1.0037253131152817,113,FDX,47556,56122.43421692436,21759.83991945145,801.4117214400001,CDG,BCN,285,Barcelona
0.4955845699211695,56,HOP,47556,27812.887753520034,10783.63748220603,253.60635709499996,CDG,IBZ,285,Ibiza
0.6401300694815106,72,AFR,47556,35759.427111668614,13864.676762836327,503.28,CDG,MAD,285,Madrid
0.9550327649522539,107,AFR,47556,53142.48195761864,20604.450189215087,783.2294999999999,CDG,MAD,285,Madrid
0.6401300694815106,72,AFR,47556,35759.427111668614,13864.676762836327,503.28,CDG,MAD,285,Madrid
1.1821756928327898,133,FDX,47556,66055.60841461008,25611.139020239327,1469.5775999999998,CDG,MAD,285,Madrid
0.8672729973620468,97,ABR,47556,48175.89485877577,18678.800638821165,494.000775,CDG,MAD,285,Madrid
0.41238551711180393,46,HOP,47556,22846.30065467717,8857.987931812098,236.55107711999997,CDG,PMI,285,Palma De Mallorca
0.9188963900621687,103,AEA,47556,51155.84711808149,19834.190369057524,388.88697393,CDG,VLC,285,Valencia
0.10793601542365926,12,NJE,-1,5959.904518611436,2310.77946047272,106.72564223999998,CEQ,PMI,3,Palma De Mallorca
0.36512832369457354,103,RYR,592,85566.7360960381,15632.194741793637,463.50736128,CGN,ALC,121,Alicante
0.4676684366865535,133,UPS,592,110489.08641527251,20185.261171442267,1294.67343104,CGN,BCN,121,Barcelona
0.46835919593715497,133,UPS,592,110489.08641527251,20185.261171442267,1469.5775999999998,CGN,MAD,121,Madrid
0.3441072574242065,97,ABR,592,80582.26603219123,14721.581455863912,494.000775,CGN,MAD,121,Madrid
0.3640521260996226,103,MAY,592,85566.7360960381,15632.194741793637,463.50736128,CGN,PMI,121,Palma De Mallorca
