sir,pasajeros,companyia,conectividad,dineroT,dineroN,tasas,origen,destino,VuelosDesdeOrigen
0.643295614719493,103,RYR,5,77696.60577017942,15323.791393003628,463.50736128,ABZ,ALC,41
0.6304237523312073,103,TRA,58263,83641.06590992374,15323.791393003628,463.50736128,AMS,AGP,340
0.6285835250926157,103,TRA,58263,83641.06590992374,15323.791393003628,463.50736128,AMS,ALC,340
0.5387220805159199,89,TRA,58263,72272.37733964286,13240.945960944875,459.45388455999995,AMS,BCN,340
0.6267485642603512,103,KLM,58263,83641.06590992374,15323.791393003628,488.62006149,AMS,BCN,340
0.5387220805159199,89,KLM,58263,72272.37733964286,13240.945960944875,459.45388455999995,AMS,BCN,340
0.4366113593723794,72,VLG,58263,58467.541218587474,10711.77650773069,443.381312,AMS,BCN,340
0.5387220805159199,89,KLM,58263,72272.37733964286,13240.945960944875,365.67395591999997,AMS,BIO,340
0.5387220805159199,89,KLM,58263,72272.37733964286,13240.945960944875,365.67395591999997,AMS,BIO,340
0.6285835250926157,103,TRA,58263,83641.06590992374,15323.791393003628,388.88697393,AMS,IBZ,340
0.5402993221301698,89,KLM,58263,72272.37733964286,13240.945960944875,521.5238999999999,AMS,MAD,340
0.5395101362575105,89,KLM,58263,72272.37733964286,13240.945960944875,521.5238999999999,AMS,MAD,340
0.6276653872799796,103,AEA,58263,83641.06590992374,15323.791393003628,554.6302875,AMS,MAD,340
0.5297052177746764,87,IBE,58263,70648.27897245987,12943.396613507915,581.131125,AMS,MAD,340
0.6276653872799796,103,TRA,58263,83641.06590992374,15323.791393003628,463.50736128,AMS,PMI,340
0.6295029795062693,103,TRA,58263,83641.06590992374,15323.791393003628,388.88697393,AMS,SVQ,340
0.6276653872799796,103,TRA,58263,83641.06590992374,15323.791393003628,388.88697393,AMS,VLC,340
0.3385161639262811,56,KLC,58263,45474.75428112359,8331.38172823498,253.60635709499996,AMS,VLC,340
0.3385161639262811,56,KLC,58263,45474.75428112359,8331.38172823498,253.60635709499996,AMS,VLC,340
0.03196867047306609,5,BNJ,58263,4060.2459179574635,743.8733685924091,22.89938364,AMS,XRY,340
0.9458295563241891,103,NAX,3000,88999.4525147637,26715.440088934625,463.50736128,ARN,AGP,109
0.8754783629748819,96,SAS,3000,82950.94603317784,24899.827655706045,519.170304,ARN,AGP,109
0.8704012791843467,96,VLG,3000,82950.94603317784,24899.827655706045,547.298807,ARN,BCN,109
0.871667865130324,96,IBE,3000,82950.94603317784,24899.827655706045,621.2362499999999,ARN,MAD,109
0.871667865130324,96,SAS,3000,82950.94603317784,24899.827655706045,519.170304,ARN,PMI,109
1.5640113318223439,168,ETD,-1,136424.2628433708,24994.145184704932,1725.030417,AUH,BCN,65
