sir,pasajeros,companyia,conectividad,dineroT,dineroN,tasas,origen,destino,VuelosDesdeOrigen,areaInf,continente,capital,origenNombre,destinoNombre
0.6622756115104537,103,RYR,5.0,77696.60577017942,15323.791393003628,463.50736128,ABZ,AGP,13,Málaga,EU,false,Aberdeen Dyce Airport,Málaga Airport
0.0352127967512826,6,JFA,-1.0,4872.295101548957,892.6480423108903,54.545740800000004,ACH,AGP,4,Málaga,EU,false,St Gallen Altenrhein Airport,Málaga Airport
0.6630046294027037,103,TRA,58263.0,83641.06590992374,15323.791393003628,463.50736128,AMS,AGP,345,Málaga,EU,true,Amsterdam Airport Schiphol,Málaga Airport
0.6620368082168311,103,RYR,58263.0,83641.06590992374,15323.791393003628,463.50736128,AMS,AGP,345,Málaga,EU,true,Amsterdam Airport Schiphol,Málaga Airport
0.5587117663505928,87,EJU,58263.0,70648.27897245987,12943.396613507915,485.65424640000003,AMS,AGP,345,Málaga,EU,true,Amsterdam Airport Schiphol,Málaga Airport
0.569886001677605,89,KLM,58263.0,72272.37733964286,13240.945960944875,435.84018431999993,AMS,AGP,345,Málaga,EU,true,Amsterdam Airport Schiphol,Málaga Airport
0.5690541104335683,89,KLM,58263.0,72272.37733964286,13240.945960944875,435.84018431999993,AMS,AGP,345,Málaga,EU,true,Amsterdam Airport Schiphol,Málaga Airport
0.5673938940099792,89,TRA,58263.0,72272.37733964286,13240.945960944875,435.84018431999993,AMS,ALC,345,Alicante,EU,true,Amsterdam Airport Schiphol,Alicante International Airport
0.5587117663505928,87,EJU,58263.0,70648.27897245987,12943.396613507915,485.65424640000003,AMS,ALC,345,Alicante,EU,true,Amsterdam Airport Schiphol,Alicante International Airport
0.6610703705799398,103,KLM,58263.0,83641.06590992374,15323.791393003628,463.50736128,AMS,ALC,345,Alicante,EU,true,Amsterdam Airport Schiphol,Alicante International Airport
0.6591416383866984,103,TRA,58263.0,83641.06590992374,15323.791393003628,488.62006149,AMS,BCN,345,Barcelona,EU,true,Amsterdam Airport Schiphol,Barcelona International Airport
0.5665655655795779,89,KLM,58263.0,72272.37733964286,13240.945960944875,459.45388455999995,AMS,BCN,345,Barcelona,EU,true,Amsterdam Airport Schiphol,Barcelona International Airport
0.5665655655795779,89,KLM,58263.0,72272.37733964286,13240.945960944875,459.45388455999995,AMS,BCN,345,Barcelona,EU,true,Amsterdam Airport Schiphol,Barcelona International Airport
0.5554564368427233,87,VLG,58263.0,70648.27897245987,12943.396613507915,511.9668587,AMS,BCN,345,Barcelona,EU,true,Amsterdam Airport Schiphol,Barcelona International Airport
0.5665655655795779,89,KLM,58263.0,72272.37733964286,13240.945960944875,365.67395591999997,AMS,BIO,345,Bilbao,EU,true,Amsterdam Airport Schiphol,Bilbao Airport
0.5665655655795779,89,KLM,58263.0,72272.37733964286,13240.945960944875,365.67395591999997,AMS,BIO,345,Bilbao,EU,true,Amsterdam Airport Schiphol,Bilbao Airport
0.5682234084198359,89,KLM,58263.0,72272.37733964286,13240.945960944875,365.67395591999997,AMS,IBZ,345,Ibiza,EU,true,Amsterdam Airport Schiphol,Ibiza Airport
0.5570817729606232,87,VLG,58263.0,70648.27897245987,12943.396613507915,407.4684159,AMS,IBZ,345,Ibiza,EU,true,Amsterdam Airport Schiphol,Ibiza Airport
0.6688407173037552,103,TRA,58263.0,83641.06590992374,15323.791393003628,463.50736128,AMS,LPA,345,Gran Canaria Island,EU,true,Amsterdam Airport Schiphol,Gran Canaria Airport
0.6610703705799398,103,KLM,58263.0,83641.06590992374,15323.791393003628,554.6302875,AMS,MAD,345,Madrid,EU,true,Amsterdam Airport Schiphol,Adolfo Suárez Madrid–Barajas Airport
0.660105314599845,103,KLM,58263.0,83641.06590992374,15323.791393003628,554.6302875,AMS,MAD,345,Madrid,EU,true,Amsterdam Airport Schiphol,Adolfo Suárez Madrid–Barajas Airport
0.3560118550650849,56,KLC,58263.0,45474.75428112359,8331.38172823498,361.69318124999995,AMS,MAD,345,Madrid,EU,true,Amsterdam Airport Schiphol,Adolfo Suárez Madrid–Barajas Airport
0.660105314599845,103,AEA,58263.0,83641.06590992374,15323.791393003628,554.6302875,AMS,MAD,345,Madrid,EU,true,Amsterdam Airport Schiphol,Adolfo Suárez Madrid–Barajas Airport
0.660105314599845,103,TRA,58263.0,83641.06590992374,15323.791393003628,463.50736128,AMS,PMI,345,Palma De Mallorca,EU,true,Amsterdam Airport Schiphol,Palma De Mallorca Airport
0.5562685235391952,87,EJU,58263.0,70648.27897245987,12943.396613507915,485.65424640000003,AMS,PMI,345,Palma De Mallorca,EU,true,Amsterdam Airport Schiphol,Palma De Mallorca Airport
0.3560118550650849,56,KLC,58263.0,45474.75428112359,8331.38172823498,253.60635709499996,AMS,VLC,345,Valencia,EU,true,Amsterdam Airport Schiphol,Valencia Airport
0.9159888354278749,143,TPA,58263.0,116123.03325358345,21274.778341742902,928.89916,AMS,ZAZ,345,Zaragoza,EU,true,Amsterdam Airport Schiphol,Zaragoza Air Base
0.8790636960859127,96,SAS,3000.0,82950.94603317784,24899.827655706045,519.170304,ARN,AGP,62,Málaga,EU,true,Stockholm-Arlanda Airport,Málaga Airport
0.8777865683958588,96,SAS,3000.0,82950.94603317784,24899.827655706045,519.170304,ARN,ALC,62,Alicante,EU,true,Stockholm-Arlanda Airport,Alicante International Airport
0.9469455101482596,103,NSW,3000.0,88999.4525147637,26715.440088934625,463.50736128,ARN,ALC,62,Alicante,EU,true,Stockholm-Arlanda Airport,Alicante International Airport
0.7956706464735572,87,VLG,3000.0,75174.2948425674,22565.46881298361,511.9668587,ARN,BCN,62,Barcelona,EU,true,Stockholm-Arlanda Airport,Barcelona International Airport
0.9455697022676943,103,TOM,3000.0,88999.4525147637,26715.440088934625,463.50736128,ARN,PMI,62,Palma De Mallorca,EU,true,Stockholm-Arlanda Airport,Palma De Mallorca Airport
0.8765112408661214,96,SAS,3000.0,82950.94603317784,24899.827655706045,519.170304,ARN,PMI,62,Palma De Mallorca,EU,true,Stockholm-Arlanda Airport,Palma De Mallorca Airport
0.9441958338152878,103,NSW,3000.0,88999.4525147637,26715.440088934625,463.50736128,ARN,PMI,62,Palma De Mallorca,EU,true,Stockholm-Arlanda Airport,Palma De Mallorca Airport
1.5985025262841817,168,ETD,-1.0,136424.2628433708,24994.145184704932,1725.030417,AUH,BCN,61,Barcelona,AS,true,Abu Dhabi International Airport,Barcelona International Airport
1.6032167425080617,168,ETD,-1.0,136424.2628433708,24994.145184704932,1958.0737499999998,AUH,MAD,61,Madrid,AS,true,Abu Dhabi International Airport,Adolfo Suárez Madrid–Barajas Airport
2.388661672422132,143,TPA,-1.0,116123.03325358345,21274.778341742902,1808.6625,BAQ,MAD,9,Madrid,SA,false,Ernesto Cortissoz International Airport,Adolfo Suárez Madrid–Barajas Airport
0.4600139618532916,72,EZY,-1.0,54312.19044129046,10711.77650773069,420.593664,BFS,AGP,32,Málaga,EU,false,Belfast International Airport,Málaga Airport
0.5564685022418852,87,EZY,-1.0,65627.23011655931,12943.396613507915,485.65424640000003,BFS,ALC,32,Alicante,EU,false,Belfast International Airport,Alicante International Airport
0.5556557876130507,87,EZY,-1.0,65627.23011655931,12943.396613507915,485.65424640000003,BFS,PMI,32,Palma De Mallorca,EU,false,Belfast International Airport,Palma De Mallorca Airport
0.2636884165425029,103,NSW,205.0,88999.4525147637,26715.440088934625,463.50736128,BGO,ALC,35,Alicante,EU,false,Bergen Airport Flesland,Alicante International Airport
0.5322045276770508,103,MAY,302.0,63379.66656037264,12567.436463192913,463.50736128,BGY,AGP,59,Málaga,EU,false,Milan Bergamo Airport,Málaga Airport
0.5298554330319241,103,MAY,302.0,63379.66656037264,12567.436463192913,463.50736128,BGY,ALC,59,Alicante,EU,false,Milan Bergamo Airport,Alicante International Airport
0.529074670217228,103,RYR,302.0,63379.66656037264,12567.436463192913,488.62006149,BGY,BCN,59,Barcelona,EU,false,Milan Bergamo Airport,Barcelona International Airport
0.5298554330319241,103,MAY,302.0,63379.66656037264,12567.436463192913,388.88697393,BGY,IBZ,59,Ibiza,EU,false,Milan Bergamo Airport,Ibiza Airport
