sir,pasajeros,companyia,conectividad,dineroT,dineroN,tasas,origen,destino,VuelosDesdeOrigen
0.6622756115104537,103,RYR,5,77696.60577017942,15323.791393003628,615.1182335999999,ABZ,AGP,13
0.0352127967512826,6,JFA,-1,4872.295101548957,892.6480423108903,455.15939630135307,ACH,AGP,4
0.6630046294027037,103,TRA,58263,83641.06590992374,15323.791393003628,615.1182335999999,AMS,AGP,345
0.6620368082168311,103,RYR,58263,83641.06590992374,15323.791393003628,615.1182335999999,AMS,AGP,345
0.5587117663505928,87,EJU,58263,70648.27897245987,12943.396613507915,615.1182335999999,AMS,AGP,345
0.569886001677605,89,KLM,58263,72272.37733964286,13240.945960944875,615.1182335999999,AMS,AGP,345
0.5690541104335683,89,KLM,58263,72272.37733964286,13240.945960944875,615.1182335999999,AMS,AGP,345
0.5673938940099792,89,TRA,58263,72272.37733964286,13240.945960944875,615.1182335999999,AMS,ALC,345
0.5587117663505928,87,EJU,58263,70648.27897245987,12943.396613507915,615.1182335999999,AMS,ALC,345
0.6610703705799398,103,KLM,58263,83641.06590992374,15323.791393003628,615.1182335999999,AMS,ALC,345
0.6591416383866984,103,TRA,58263,83641.06590992374,15323.791393003628,648.4451687999999,AMS,BCN,345
0.5665655655795779,89,KLM,58263,72272.37733964286,13240.945960944875,648.4451687999999,AMS,BCN,345
0.5665655655795779,89,KLM,58263,72272.37733964286,13240.945960944875,648.4451687999999,AMS,BCN,345
0.5554564368427233,87,VLG,58263,70648.27897245987,12943.396613507915,648.4451687999999,AMS,BCN,345
0.5665655655795779,89,KLM,58263,72272.37733964286,13240.945960944875,516.0899016,AMS,BIO,345
0.5665655655795779,89,KLM,58263,72272.37733964286,13240.945960944875,516.0899016,AMS,BIO,345
0.5682234084198359,89,KLM,58263,72272.37733964286,13240.945960944875,516.0899016,AMS,IBZ,345
0.5570817729606232,87,VLG,58263,70648.27897245987,12943.396613507915,516.0899016,AMS,IBZ,345
0.6688407173037552,103,TRA,58263,83641.06590992374,15323.791393003628,615.1182335999999,AMS,LPA,345
0.6610703705799398,103,KLM,58263,83641.06590992374,15323.791393003628,736.0469999999999,AMS,MAD,345
0.660105314599845,103,KLM,58263,83641.06590992374,15323.791393003628,736.0469999999999,AMS,MAD,345
0.3560118550650849,56,KLC,58263,45474.75428112359,8331.38172823498,736.0469999999999,AMS,MAD,345
0.660105314599845,103,AEA,58263,83641.06590992374,15323.791393003628,736.0469999999999,AMS,MAD,345
0.660105314599845,103,TRA,58263,83641.06590992374,15323.791393003628,615.1182335999999,AMS,PMI,345
0.5562685235391952,87,EJU,58263,70648.27897245987,12943.396613507915,615.1182335999999,AMS,PMI,345
0.3560118550650849,56,KLC,58263,45474.75428112359,8331.38172823498,516.0899016,AMS,VLC,345
0.9159888354278749,143,TPA,58263,116123.03325358345,21274.778341742902,1118.617819237099,AMS,ZAZ,345
0.8790636960859127,96,SAS,3000,82950.94603317784,24899.827655706045,615.1182335999999,ARN,AGP,62
0.8777865683958588,96,SAS,3000,82950.94603317784,24899.827655706045,615.1182335999999,ARN,ALC,62
0.9469455101482596,103,NSW,3000,88999.4525147637,26715.440088934625,615.1182335999999,ARN,ALC,62
0.7956706464735572,87,VLG,3000,75174.2948425674,22565.46881298361,648.4451687999999,ARN,BCN,62
0.9455697022676943,103,TOM,3000,88999.4525147637,26715.440088934625,615.1182335999999,ARN,PMI,62
0.8765112408661214,96,SAS,3000,82950.94603317784,24899.827655706045,615.1182335999999,ARN,PMI,62
0.9441958338152878,103,NSW,3000,88999.4525147637,26715.440088934625,615.1182335999999,ARN,PMI,62
1.5985025262841817,168,ETD,-1,136424.2628433708,24994.145184704932,1918.8384364291235,AUH,BCN,61
1.6032167425080617,168,ETD,-1,136424.2628433708,24994.145184704932,2178.0643030034817,AUH,MAD,61
2.388661672422132,143,TPA,-1,116123.03325358345,21274.778341742902,2178.0643030034817,BAQ,MAD,9
0.4600139618532916,72,EZY,-1,54312.19044129046,10711.77650773069,615.1182335999999,BFS,AGP,32
0.5564685022418852,87,EZY,-1,65627.23011655931,12943.396613507915,615.1182335999999,BFS,ALC,32
0.5556557876130507,87,EZY,-1,65627.23011655931,12943.396613507915,615.1182335999999,BFS,PMI,32
0.2636884165425029,103,NSW,205,88999.4525147637,26715.440088934625,615.1182335999999,BGO,ALC,35
0.5322045276770508,103,MAY,302,63379.66656037264,12567.436463192913,615.1182335999999,BGY,AGP,59
0.5298554330319241,103,MAY,302,63379.66656037264,12567.436463192913,615.1182335999999,BGY,ALC,59
0.529074670217228,103,RYR,302,63379.66656037264,12567.436463192913,648.4451687999999,BGY,BCN,59
0.5298554330319241,103,MAY,302,63379.66656037264,12567.436463192913,516.0899016,BGY,IBZ,59
0.5298554330319241,103,RYR,302,63379.66656037264,12567.436463192913,516.0899016,BGY,IBZ,59
0.5306373291537234,103,MAY,302,63379.66656037264,12567.436463192913,736.0469999999999,BGY,MAD,59
0.529074670217228,103,MAY,302,63379.66656037264,12567.436463192913,615.1182335999999,BGY,PMI,59
0.5298554330319241,103,MAY,302,63379.66656037264,12567.436463192913,378.02157120000004,BGY,SDR,59
0.5322045276770508,103,MAY,302,63379.66656037264,12567.436463192913,516.0899016,BGY,SVQ,59
0.5377256559507562,103,MAY,302,63379.66656037264,12567.436463192913,615.1182335999999,BGY,TFS,59
0.5298554330319241,103,RYR,302,63379.66656037264,12567.436463192913,516.0899016,BGY,VLC,59
0.6603426226603704,103,RYR,194,77696.60577017942,15323.791393003628,615.1182335999999,BHX,AGP,44
0.6593782013008201,103,RYR,194,77696.60577017942,15323.791393003628,615.1182335999999,BHX,ALC,44
0.6584151594633798,103,RYR,194,77696.60577017942,15323.791393003628,648.4451687999999,BHX,BCN,44
0.6584151594633798,103,RYR,194,77696.60577017942,15323.791393003628,615.1182335999999,BHX,PMI,44
0.6574534952598071,103,RYR,194,77696.60577017942,15323.791393003628,378.02157120000004,BHX,REU,44
0.4733395734760319,103,RYR,22,88999.4525147637,26715.440088934625,615.1182335999999,BLL,ALC,18
0.5306373291537234,103,RYR,150,63379.66656037264,12567.436463192913,615.1182335999999,BLQ,ALC,42
0.5369334883081146,103,MAY,150,63379.66656037264,12567.436463192913,516.0899016,BLQ,FUE,42
0.5298554330319241,103,MAY,150,63379.66656037264,12567.436463192913,516.0899016,BLQ,IBZ,42
0.29811085907512547,58,ANE,150,35689.52097574382,7076.808882186298,736.0469999999999,BLQ,MAD,42
0.5377256559507562,103,MAY,150,63379.66656037264,12567.436463192913,615.1182335999999,BLQ,TFS,42
0.2350069529306087,29,ANE,120,14403.102586644303,5584.3836961424095,185.29862615732048,BOD,MAD,32
0.5499162698576243,68,VOE,120,33772.79227213147,13094.416942678748,615.1182335999999,BOD,PMI,32
0.6593782013008201,103,RYR,-1,77696.60577017942,15323.791393003628,615.1182335999999,BOH,AGP,14
