sir,pasajeros,companyia,conectividad,dineroT,dineroN,tasas,origen,destino,VuelosDesdeOrigen,areaInf,capital,
0.0,145,TOM,5.0,123552.57083829294,18502.296732568586,463.50736128,ABZ,TFS,67,Tenerife Island,EU,false
0.0,105,VLG,-1.0,120673.10545371441,13398.21487530829,485.65424640000003,ALG,ALC,45,Alicante,AF,true
0.0,105,VLG,-1.0,120673.10545371441,13398.21487530829,511.9668587,ALG,BCN,45,Barcelona,AF,true
0.0,87,VLG,-1.0,99986.2873759348,11101.37803954115,443.381312,ALG,BCN,45,Barcelona,AF,true
0.0,125,DAH,-1.0,143658.45887346953,15950.255803938444,488.62006149,ALG,BCN,45,Barcelona,AF,true
0.0,70,ANE,-1.0,80448.73696914293,8932.143250205527,321.02973,ALG,MAD,45,Madrid,AF,true
0.0,125,DAH,-1.0,143658.45887346953,15950.255803938444,554.6302875,ALG,MAD,45,Madrid,AF,true
0.0,105,VLG,-1.0,120673.10545371441,13398.21487530829,407.4684159,ALG,VLC,45,Valencia,AF,true
0.0,99,RJA,-1.0,113777.49942778787,12632.602596719244,503.28,AMM,MAD,77,Madrid,AS,true
0.0,145,TRA,58263.0,166643.81229322465,18502.296732568586,463.50736128,AMS,AGP,579,Málaga,EU,true
0.0,122,VLG,58263.0,140210.65586050626,15567.449664643915,485.65424640000003,AMS,AGP,579,Málaga,EU,true
0.0,145,TRA,58263.0,166643.81229322465,18502.296732568586,463.50736128,AMS,ALC,579,Alicante,EU,true
0.0,125,TRA,58263.0,143658.45887346953,15950.255803938444,435.84018431999993,AMS,ALC,579,Alicante,EU,true
0.0,145,TRA,58263.0,166643.81229322465,18502.296732568586,488.62006149,AMS,BCN,579,Barcelona,EU,true
0.0,145,KLM,58263.0,166643.81229322465,18502.296732568586,488.62006149,AMS,BCN,579,Barcelona,EU,true
0.0,145,KLM,58263.0,166643.81229322465,18502.296732568586,488.62006149,AMS,BCN,579,Barcelona,EU,true
0.0,145,KLM,58263.0,166643.81229322465,18502.296732568586,488.62006149,AMS,BCN,579,Barcelona,EU,true
0.0,145,KLM,58263.0,166643.81229322465,18502.296732568586,488.62006149,AMS,BCN,579,Barcelona,EU,true
0.0,145,KLM,58263.0,166643.81229322465,18502.296732568586,488.62006149,AMS,BCN,579,Barcelona,EU,true
