PasajerosPerdidosPorCompañía,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8023483365949,50.0,50.0,50.0,50.0,50.0,50.0,50.0,53.04878048780488,55.916030534351144,57.22713864306785,60.0,61.12874779541446,66.47058823529413,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,67.11409395973153,67.44186046511628,69.94894237782641,72.99218194740583,74.07407407407408,75.0,75.42857142857142,75.44696066746125,75.94799566630553,76.08695652173914,82.94701986754967,86.32792037716082,97.82608695652173,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
IngresoPerdidoPorAreaInf,0.0,0.0,0.0,0.0,32.63808862435281,35.05019622268794,61.50291477160972,62.05101620664297,64.36836093791725,64.7259195499548,66.34357779625284,74.38631566199234,74.43079028035112,75.00739287844696,77.14540758098927,79.98745698783463,80.38407059520773,80.6581361196893,88.26813197253183,100.0,100.0,100.0
IngresoPerdidoPorAerDest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.107523199220218,3.4820073513232352,4.037721828831186,4.892898319140759,8.024703297603509,13.125643849241586,14.337405728457298,19.810684792989164,23.468544313485385,34.378489021213255,36.65800804184607,100.0,100.0,100.0
