PasajerosPerdidosPorCompañía,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.188679245283023,31.293706293706293,33.333333333333336,37.5,37.93103448275862,38.4,44.44444444444444,47.82608695652174,49.00990099009901,49.49698189134809,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.51546391752577,50.847457627118644,55.546519193233564,55.55555555555556,57.14285714285714,57.14285714285714,57.14285714285714,58.06451612903225,58.97435897435898,60.46511627906976,60.673150755055026,61.111111111111114,61.53846153846154,62.83367556468173,63.345195729537366,64.28571428571428,64.31684183542681,65.2694610778443,66.6083916083916,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.875,66.98717948717949,67.68168899715793,68.29542714779394,68.75,69.23076923076923,69.73298470802631,69.95215311004786,70.0,70.37037037037037,70.39473684210526,70.60529177238129,70.78133317560773,70.78485781930195,70.97044644728568,71.05263157894737,71.28712871287128,71.32135546963839,71.42857142857143,71.60525637722237,71.73423423423424,71.81125308226855,71.97763801537387,72.19400096758588,72.22222222222221,72.23587223587224,72.63964433128882,72.72727272727273,72.72727272727273,72.76887871853546,73.33333333333334,73.6842105263158,73.95158286778398,74.33628318584071,75.0,75.50893658132634,76.13356766256591,76.40449438202246,76.8937987374675,76.93351424694708,77.21518987341773,77.77777777777779,78.82352941176471,78.94736842105263,79.10152384721947,79.50538998097653,80.0,80.0,80.0,80.93023255813954,83.33333333333334,83.33333333333334,83.33333333333334,84.61538461538461,85.14851485148515,87.5,88.88888888888889,91.54929577464789,92.3076923076923,97.16254560194568,98.36065573770492,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
IngresoPerdidoPorAreaInf,67.61072960372238,68.82610232593504,70.76119447959925,71.11998063787051,71.36203793213522,71.89666424645456,71.9340535615494,72.18539407412447,72.72447954006797,72.87016942120954,73.24977949815731,73.30268759814875,73.70583253483701,74.18356022938059,74.60114060260558,74.69305425738924,74.82315392822221,74.84813761326647,74.89500729683711,76.59033078880407,77.9223146301856,78.52713899449574,80.28932928256422,80.9007625261678,98.70128449026946,100.0,100.0,100.0,100.0
IngresoPerdidoPorAerDest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.833344872948835,100.0,100.0,100.0,100.0
