PasajerosPerdidosPorCompañía,0.0,27.500000000000004,42.85714285714286,48.91304347826087,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,51.00956429330499,53.51106879314449,53.84615384615385,54.54545454545454,55.55555555555556,56.00000000000001,57.89473684210527,58.45614035087719,59.98116760828624,60.0,60.187353629976585,61.623325453112685,61.9718309859155,62.81382053194133,63.63636363636363,64.22205245734658,64.44444444444444,66.66666666666667,66.66666666666667,67.02586206896552,67.02923181509178,67.29893778452201,67.49865938673037,67.96828246558947,68.42105263157895,69.04536364593201,69.40976795088201,69.50557732891167,69.52908587257618,69.56521739130434,69.71153846153845,70.60159984853505,70.74010327022376,71.16788321167884,71.31474103585657,71.42857142857143,71.42857142857143,71.8720966243419,72.1487817522032,72.55011135857461,72.72727272727273,72.99177735610374,73.10756972111554,73.8610216290842,73.98989898989899,74.19354838709677,74.76635514018693,75.0,75.0,75.1207729468599,75.25711662075298,76.72727272727273,76.92307692307692,76.92307692307692,77.35849056603774,77.77777777777779,77.97672336615935,80.0,80.0,80.25830258302584,81.97026022304833,83.33333333333334,83.38171262699565,84.44444444444444,85.71428571428572,87.5,87.5,88.40736728060672,88.75,88.88888888888889,96.87752355316286,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
IngresoPerdidoPorAreaInf,0.0,46.231155778894475,56.579811419526884,57.700528483001335,59.83149857980844,63.96028265471627,64.00816522368551,65.25231130416185,65.59726748588577,66.0015667698109,66.88214296260837,68.5133326145521,69.72090507651502,69.90667949216041,70.01486453802843,70.47336015043916,70.81406888781301,71.15293506657983,72.18539407412447,72.80190000266174,73.01662412948855,73.82062489633996,75.08926570952237,77.44408483718644,87.33403470677537,88.81710417752326,100.0,100.0
IngresoPerdidoPorAerDest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29125025272247473,0.6380259100214336,0.7295096628934794,1.9163844386471784,4.590003904724716,5.570253789506207,5.605384425288196,8.550022036139271,9.478976937482376,11.111111111111105,11.988200315356456,13.471492694107534,24.704893341272893,25.0,48.833344872948835,50.0,100.0,100.0
