PasajerosPerdidosPorCompañía,2.8585632612478262,13.403508771929829,16.487019887657507,18.28136158057605,28.897550111358573,33.02180685358256,33.930170098478065,34.83575248281131,35.2112676056338,39.07721280602636,43.96551724137932,46.15384615384615,48.91304347826087,49.818558838776575,50.0,50.0,50.0,50.0,51.8450184501845,52.46816124618461,54.54545454545454,54.71698113207547,57.14285714285714,57.370517928286844,57.48709122203098,57.664233576642346,59.61538461538461,60.0,60.0,60.0,60.83810672294242,61.152416356877325,61.53846153846154,62.5,62.5,62.5,62.735849056603776,64.0602073176504,64.44444444444444,64.47368421052632,64.93327197422917,65.38461538461539,66.01889129761535,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.97892271662764,67.09366391184572,68.42105263157895,69.53535353535354,69.56521739130434,70.0,71.256038647343,71.42857142857143,71.42857142857143,72.5,72.59742909610283,73.68498025642276,73.98989898989899,74.0724117295033,74.19354838709677,75.0,75.0,75.0,75.0,76.92307692307692,77.77777777777779,77.85657998423956,80.0,80.21753908905507,82.47344461305008,84.44444444444444,86.36363636363636,87.5,88.40736728060672,88.75,90.9090909090909,92.65927977839335,97.28020240354206,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
IngresoPerdidoPorAreaInf,56.28140703517588,56.579811419526884,59.013903263548926,59.065059947082354,62.79847024039358,62.91490572229323,65.1136232605655,65.12440513189277,66.40696728194362,67.93145878971423,70.48033653967384,70.8372630197859,71.62648799720849,71.72247128908971,71.7837766027022,72.18539407412447,72.79705768473764,72.81063502651699,73.08743258526611,73.7001394172334,75.00183780508858,75.39312503455335,76.1066454094499,78.72284469816009,82.75593850960574,100.0,100.0,100.0
IngresoPerdidoPorAerDest,0.0,0.0,0.0,0.0,0.0,0.0,0.6198185328114114,1.0317374444603455,2.00843870389118,2.4165015336119366,5.378960052470216,6.660339674490412,9.502816556453597,9.536607282709952,9.785497004367006,9.894231913281438,10.889804993283613,11.178018386633992,11.572914056627404,14.28571428571429,19.624920003338996,23.468070380919425,33.333333333333336,48.833344872948835,50.0,50.0,100.0,100.0,100.0
