PasajerosPerdidosPorCompañía,19.721283783783782,26.785714285714292,37.55775577557756,47.47826086956521,50.0,50.0,50.0,50.0,50.137551581843184,50.314465408805034,72.21095334685599,73.45605700712589,75.05432420686657,78.70635374928449,78.78260869565217,79.06137184115524,79.81438515081206,80.0,80.0,85.71428571428572,86.02409638554217,86.74391488121265,89.6057347670251,89.78823529411764,89.83164983164983,89.99309868875086,90.0,90.96296296296296,91.52777777777777,92.05721241631163,92.85714285714286,93.1576072111445,94.6725690734239,95.83461894477013,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
IngresoPerdidoPorAreaInf,74.11394797086786,77.1169354212145,83.96292007709863,84.0503976852583,85.47236102850836,85.94533499165995,87.54089235196975,89.33313258262841,89.66680998913006,90.51886484579774,91.40050963777635,93.06436589765588,95.50847852465576,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
IngresoPerdidoPorAerDest,0.0,1.326343376070227,4.43729250311412,7.280070928972526,11.90612806977278,18.27819940907247,21.368842028722057,25.388765471278962,28.828828828828833,33.33333333333333,41.923288005366175,42.207911683532664,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
